"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder)";"Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder)";"Landbouw/Graasdieren/Rundvee (aantal)";"Landbouw/Graasdieren/Schapen (aantal)";"Lokalisering/Gemeenten (aantal)";"Lokalisering/Wijken (aantal)";"Lokalisering/Buurten (aantal)"
"2017";"Lochem";33545;16569;16976;28582;29,5;55;7,4;8,1;31632;2565;;6;36
"2008";"Loenen";8280;4054;4226;6644;27,5;57,6;8,2;6,7;4886;3236;;3;10
"2009";"Loenen";8447;4132;4315;6771;28,1;57,6;8;6,4;5073;2571;;3;10
"2010";"Loenen";8504;4165;4339;6825;28,5;57,1;8;6,3;5078;2605;;3;10
"2011";"Loenen";;;;;;;;;;;;;
"2012";"Loenen";;;;;;;;;;;;;
"2013";"Loenen";;;;;;;;;;;;;
"2014";"Loenen";;;;;;;;;;;;;
"2015";"Loenen";;;;;;;;;;;;;
"2016";"Loenen";;;;;;;;;;;;;
"2017";"Loenen";;;;;;;;;;;;;
"2008";"Loon op Zand";22885;11338;11547;18795;29,3;57,6;6,1;7;3836;208;;4;12
"2009";"Loon op Zand";22934;11344;11590;18928;29,8;56,9;6,1;7,1;4333;184;;4;12
"2010";"Loon op Zand";23016;11379;11637;19075;29,8;56,4;6,7;7,2;4413;158;;4;12
"2011";"Loon op Zand";22973;11341;11632;19105;30,1;55,8;6,9;7,2;3969;191;;4;12
"2012";"Loon op Zand";23071;11424;11647;19265;30,5;55,4;7;7,1;2836;163;;4;12
"2013";"Loon op Zand";23083;11430;11653;19327;30,9;54,7;7,3;7,1;3771;197;;4;32
"2014";"Loon op Zand";23080;11421;11659;19365;31,4;53,9;7,5;7,2;3691;173;;4;32
"2015";"Loon op Zand";22960;11378;11582;19338;31,7;53,6;7,6;7,2;3725;150;;4;32
"2016";"Loon op Zand";22929;11345;11584;19358;31,9;53,1;7,8;7,2;3629;122;;4;32
"2017";"Loon op Zand";23093;11461;11632;19547;32,5;52,3;8;7,1;3412;105;;4;32
"2008";"Loosdrecht";;;;;;;;;;;;;
"2009";"Loosdrecht";;;;;;;;;;;;;
"2010";"Loosdrecht";;;;;;;;;;;;;
"2011";"Loosdrecht";;;;;;;;;;;;;
"2012";"Loosdrecht";;;;;;;;;;;;;
"2013";"Loosdrecht";;;;;;;;;;;;;
"2014";"Loosdrecht";;;;;;;;;;;;;
"2015";"Loosdrecht";;;;;;;;;;;;;
"2016";"Loosdrecht";;;;;;;;;;;;;
"2017";"Loosdrecht";;;;;;;;;;;;;
"2008";"Lopik";14047;7154;6893;10917;30,9;59,1;4,9;5,2;14746;6803;;1;14
"2009";"Lopik";14156;7195;6961;11044;30,9;58,9;5,1;5,1;14847;6410;;1;14
"2010";"Lopik";14174;7207;6967;11091;30,9;58,1;5,7;5,3;14603;7082;;1;14
"2011";"Lopik";14121;7164;6957;11132;31,4;57,3;6;5,3;13945;6729;;1;14
"2012";"Lopik";14050;7155;6895;11150;31,8;56,9;6;5,4;14202;6154;;1;14
"2013";"Lopik";13992;7118;6874;11162;32,1;56,4;6;5,4;14514;5751;;1;14
"2014";"Lopik";13999;7111;6888;11235;32,8;55,9;6,1;5,2;14936;5068;;1;14
"2015";"Lopik";14099;7170;6929;11385;33,4;55,2;6,2;5,2;15245;5220;;1;14
"2016";"Lopik";14156;7189;6967;11531;33,9;54,8;6,1;5,2;15418;4170;;1;14
"2017";"Lopik";14208;7194;7014;11655;34,3;54,3;6,3;5,1;14591;3997;;1;14
"2008";"Loppersum";10702;5408;5294;8758;32,1;55,2;6,1;6,7;12707;4461;;4;23
"2009";"Loppersum";10543;5337;5206;8638;32;55,1;6,4;6,6;13138;3169;;4;23
"2010";"Loppersum";10452;5313;5139;8611;31,5;54,9;7;6,6;12965;3156;;4;23
"2011";"Loppersum";10478;5342;5136;8655;32;54,5;7,1;6,5;12681;2556;;4;23
"2012";"Loppersum";10366;5284;5082;8558;31,7;54,3;7,5;6,5;12222;2342;;4;23
"2013";"Loppersum";10292;5208;5084;8495;31,5;54;7,8;6,7;13873;2104;;4;23
"2014";"Loppersum";10196;5157;5039;8442;31,5;53,9;8;6,6;14704;1651;;4;23
"2015";"Loppersum";10140;5110;5030;8409;31,6;53,4;8,2;6,8;14600;1036;;4;23
"2016";"Loppersum";10042;5080;4962;8382;32;52,9;8,5;6,6;15598;495;;4;23
"2017";"Loppersum";9914;5021;4893;8305;32,3;52,5;8,5;6,6;14721;492;;4;23
"2008";"Losser";22492;11256;11236;18513;28,1;60,3;4,6;7;20333;1273;;5;13
"2009";"Losser";22589;11302;11287;18612;28,6;59,6;4,9;6,9;20340;1249;;5;13
"2010";"Losser";22647;11355;11292;18694;28,4;59;5,7;6,9;19525;1321;;5;13
"2011";"Losser";22664;11377;11287;18755;28,7;58,3;5,9;7,1;20192;1148;;5;13
"2012";"Losser";22673;11395;11278;18757;28,7;58,1;6,1;7,1;19471;1260;;5;13
"2013";"Losser";22554;11329;11225;18656;28,6;57,9;6,3;7,2;20000;1149;;5;13
"2014";"Losser";22612;11344;11268;18760;29,1;57,3;6,6;7,1;20836;1036;;5;13
"2015";"Losser";22467;11295;11172;18766;29,6;56,7;6,8;6,9;21392;339;;5;13
"2016";"Losser";22444;11260;11184;18840;30,3;56;6,9;6,9;21889;169;;5;13
"2017";"Losser";22482;11312;11170;18949;30,7;55,2;7,1;7;20781;147;;5;13
"2008";"Luyksgestel";;;;;;;;;;;;;
"2009";"Luyksgestel";;;;;;;;;;;;;
"2010";"Luyksgestel";;;;;;;;;;;;;
"2011";"Luyksgestel";;;;;;;;;;;;;
"2012";"Luyksgestel";;;;;;;;;;;;;
"2013";"Luyksgestel";;;;;;;;;;;;;
"2014";"Luyksgestel";;;;;;;;;;;;;
"2015";"Luyksgestel";;;;;;;;;;;;;
"2016";"Luyksgestel";;;;;;;;;;;;;
"2017";"Luyksgestel";;;;;;;;;;;;;
"2008";"Maarheeze";;;;;;;;;;;;;
"2009";"Maarheeze";;;;;;;;;;;;;
"2010";"Maarheeze";;;;;;;;;;;;;
"2011";"Maarheeze";;;;;;;;;;;;;
"2012";"Maarheeze";;;;;;;;;;;;;
"2013";"Maarheeze";;;;;;;;;;;;;
"2014";"Maarheeze";;;;;;;;;;;;;
"2015";"Maarheeze";;;;;;;;;;;;;
"2016";"Maarheeze";;;;;;;;;;;;;
"2017";"Maarheeze";;;;;;;;;;;;;
"2008";"Maarn";;;;;;;;;;;;;
"2009";"Maarn";;;;;;;;;;;;;
"2010";"Maarn";;;;;;;;;;;;;
"2011";"Maarn";;;;;;;;;;;;;
"2012";"Maarn";;;;;;;;;;;;;
"2013";"Maarn";;;;;;;;;;;;;
"2014";"Maarn";;;;;;;;;;;;;
"2015";"Maarn";;;;;;;;;;;;;
"2016";"Maarn";;;;;;;;;;;;;
"2017";"Maarn";;;;;;;;;;;;;
"2008";"Maarssen";39361;19282;20079;32453;32;54,4;8,3;5,4;2036;2504;;4;10
"2009";"Maarssen";39636;19403;20233;32768;32,4;53,8;8,5;5,4;2036;2221;;4;10
"2010";"Maarssen";39663;19366;20297;32847;32,3;53,4;8,9;5,4;1929;2187;;4;10
"2011";"Maarssen";;;;;;;;;;;;;
"2012";"Maarssen";;;;;;;;;;;;;
"2013";"Maarssen";;;;;;;;;;;;;
"2014";"Maarssen";;;;;;;;;;;;;
"2015";"Maarssen";;;;;;;;;;;;;
"2016";"Maarssen";;;;;;;;;;;;;
"2017";"Maarssen";;;;;;;;;;;;;
"2008";"Maartensdijk";;;;;;;;;;;;;
"2009";"Maartensdijk";;;;;;;;;;;;;
"2010";"Maartensdijk";;;;;;;;;;;;;
"2011";"Maartensdijk";;;;;;;;;;;;;
"2012";"Maartensdijk";;;;;;;;;;;;;
"2013";"Maartensdijk";;;;;;;;;;;;;
"2014";"Maartensdijk";;;;;;;;;;;;;
"2015";"Maartensdijk";;;;;;;;;;;;;
"2016";"Maartensdijk";;;;;;;;;;;;;
"2017";"Maartensdijk";;;;;;;;;;;;;
"2008";"Maasbracht";;;;;;;;;;;;;
"2009";"Maasbracht";;;;;;;;;;;;;
"2010";"Maasbracht";;;;;;;;;;;;;
"2011";"Maasbracht";;;;;;;;;;;;;
"2012";"Maasbracht";;;;;;;;;;;;;
"2013";"Maasbracht";;;;;;;;;;;;;
"2014";"Maasbracht";;;;;;;;;;;;;
"2015";"Maasbracht";;;;;;;;;;;;;
"2016";"Maasbracht";;;;;;;;;;;;;
"2017";"Maasbracht";;;;;;;;;;;;;
"2008";"Maasbree";12939;6587;6352;10531;29;61,6;4,1;5,4;1349;275;;2;8
"2009";"Maasbree";13065;6653;6412;10694;30,1;60,4;4,2;5,3;1287;78;;2;8
"2010";"Maasbree";;;;;;;;;;;;;
"2011";"Maasbree";;;;;;;;;;;;;
"2012";"Maasbree";;;;;;;;;;;;;
"2013";"Maasbree";;;;;;;;;;;;;
"2014";"Maasbree";;;;;;;;;;;;;
"2015";"Maasbree";;;;;;;;;;;;;
"2016";"Maasbree";;;;;;;;;;;;;
"2017";"Maasbree";;;;;;;;;;;;;
"2008";"Maasdonk";11260;5637;5623;9008;28,7;61;4,3;6;11936;1264;;3;10
"2009";"Maasdonk";11260;5648;5612;9055;29,1;60,7;4,4;5,9;11478;1166;;3;10
"2010";"Maasdonk";11268;5638;5630;9105;29,2;60;4,9;5,9;11772;1162;;3;10
"2011";"Maasdonk";11254;5642;5612;9176;29,8;59,2;5,1;6;12119;811;;3;10
"2012";"Maasdonk";11259;5644;5615;9240;30,1;58,5;5,2;6,2;11409;1006;;3;10
"2013";"Maasdonk";11220;5623;5597;9249;30,3;58,2;5,4;6,2;11355;975;;3;10
"2014";"Maasdonk";11242;5663;5579;9317;31;57,1;5,5;6,4;11956;607;;3;10
"2015";"Maasdonk";;;;;;;;;;;;;
"2016";"Maasdonk";;;;;;;;;;;;;
"2017";"Maasdonk";;;;;;;;;;;;;
"2008";"Maasdriel";23631;11906;11725;19148;29,3;58,4;5,4;6,9;11824;3470;;5;24
"2009";"Maasdriel";23798;12013;11785;19355;29,8;57,9;5,5;6,8;12032;4089;;5;24
"2010";"Maasdriel";23756;11969;11787;19320;29,4;57,6;6,1;6,9;11977;5469;;5;24
"2011";"Maasdriel";23970;12095;11875;19547;29,9;56,9;6,3;6,9;10843;3631;;5;24
"2012";"Maasdriel";24022;12120;11902;19643;30,2;56,5;6,4;6,8;10662;2912;;5;24
"2013";"Maasdriel";24092;12163;11929;19766;30,7;55,7;6,7;6,9;10599;3173;;5;24
"2014";"Maasdriel";24156;12212;11944;19878;31;55,3;6,8;6,9;11061;2336;;5;24
"2015";"Maasdriel";24185;12221;11964;19969;31,4;54,6;7;6,9;11267;2213;;5;24
"2016";"Maasdriel";24084;12176;11908;19979;32;53,7;7,3;7;11354;1844;;5;24
"2017";"Maasdriel";24250;12300;11950;20190;32,8;53;7,4;6,9;9995;1877;;5;24
"2008";"Maasgouw";24545;12268;12277;20754;28,9;57;6,4;7,7;2174;64;;8;16
"2009";"Maasgouw";24473;12214;12259;20770;29;56,9;6,6;7,5;2051;101;;8;16
"2010";"Maasgouw";24275;12083;12192;20700;28,7;56,6;7;7,7;1938;162;;8;16
"2011";"Maasgouw";24272;12137;12135;20748;29,1;56;7,3;7,7;1816;1706;;8;16
"2012";"Maasgouw";24095;12037;12058;20653;29,3;55,5;7,5;7,7;1834;2023;;8;16
"2013";"Maasgouw";24017;12039;11978;20715;30;54,7;7,7;7,6;1788;313;;8;16
"2014";"Maasgouw";23907;11987;11920;20731;30,3;54,2;7,9;7,6;1909;342;;8;16
"2015";"Maasgouw";23766;11895;11871;20719;30,8;53,4;8,1;7,7;1858;443;;8;16
"2016";"Maasgouw";23757;11930;11827;20796;31,5;52,6;8,3;7,7;1884;295;;8;16
"2017";"Maasgouw";23774;11945;11829;20877;32,2;51,7;8,5;7,6;1634;310;;8;16
"2008";"Maasland";;;;;;;;;;;;;
"2009";"Maasland";;;;;;;;;;;;;
"2010";"Maasland";;;;;;;;;;;;;
"2011";"Maasland";;;;;;;;;;;;;
"2012";"Maasland";;;;;;;;;;;;;
"2013";"Maasland";;;;;;;;;;;;;
"2014";"Maasland";;;;;;;;;;;;;
"2015";"Maasland";;;;;;;;;;;;;
"2016";"Maasland";;;;;;;;;;;;;
"2017";"Maasland";;;;;;;;;;;;;
"2008";"Maassluis";31394;15365;16029;26114;29,3;55,9;7,9;6,9;145;179;;1;7
"2009";"Maassluis";31389;15396;15993;26134;29,7;55,3;8;7;145;183;;1;7
"2010";"Maassluis";31591;15516;16075;26337;29,7;54,8;8,6;7;151;149;;1;7
"2011";"Maassluis";31910;15659;16251;26594;30,2;53,9;8,8;7,1;142;118;;1;7
"2012";"Maassluis";31849;15603;16246;26572;30,3;53,9;8,8;7;143;114;;1;7
"2013";"Maassluis";31985;15697;16288;26734;30,7;53,6;8,8;6,9;125;37;;8;19
"2014";"Maassluis";32080;15711;16369;26897;31,2;53;8,8;7;113;65;;8;19
"2015";"Maassluis";32201;15762;16439;27079;31,4;52,6;8,9;7;126;31;;8;19
"2016";"Maassluis";32292;15829;16463;27195;31,7;52,2;9,2;6,9;125;78;;8;19
"2017";"Maassluis";32450;15917;16533;27284;31,8;52,1;9,3;6,8;128;67;;8;19
"2008";"Maastricht";118004;56631;61373;102669;39,2;44,3;9,3;7,3;665;21;;7;44
"2009";"Maastricht";118286;56767;61519;103236;39,9;43,6;9,3;7,2;629;47;;7;44
"2010";"Maastricht";118533;56957;61576;103809;40,5;42,8;9,6;7,1;564;70;;7;44
"2011";"Maastricht";119664;57538;62126;105254;41,7;41,7;9,6;7;539;72;;7;44
"2012";"Maastricht";121050;58231;62819;106876;43;40,6;9,5;6,8;509;39;;7;44
"2013";"Maastricht";121819;58564;63255;107891;44;39,8;9,5;6,6;544;26;;7;44
"2014";"Maastricht";122488;58854;63634;108712;44,9;39,1;9,6;6,5;548;31;;7;44
"2015";"Maastricht";122397;58799;63598;108838;45,5;38,5;9,7;6,4;530;36;;7;44
"2016";"Maastricht";122533;58909;63624;109125;46,1;37,9;9,6;6,3;518;10;;7;44
"2017";"Maastricht";122753;58955;63798;109509;46,7;37,4;9,6;6,3;525;19;;7;44
"2008";"Made";;;;;;;;;;;;;
"2009";"Made";;;;;;;;;;;;;
"2010";"Made";;;;;;;;;;;;;
"2011";"Made";;;;;;;;;;;;;
"2012";"Made";;;;;;;;;;;;;
"2013";"Made";;;;;;;;;;;;;
"2014";"Made";;;;;;;;;;;;;
"2015";"Made";;;;;;;;;;;;;
"2016";"Made";;;;;;;;;;;;;
"2017";"Made";;;;;;;;;;;;;
"2008";"Made en Drimmelen";;;;;;;;;;;;;
"2009";"Made en Drimmelen";;;;;;;;;;;;;
"2010";"Made en Drimmelen";;;;;;;;;;;;;
"2011";"Made en Drimmelen";;;;;;;;;;;;;
"2012";"Made en Drimmelen";;;;;;;;;;;;;
"2013";"Made en Drimmelen";;;;;;;;;;;;;
"2014";"Made en Drimmelen";;;;;;;;;;;;;
"2015";"Made en Drimmelen";;;;;;;;;;;;;
"2016";"Made en Drimmelen";;;;;;;;;;;;;
"2017";"Made en Drimmelen";;;;;;;;;;;;;
"2008";"Margraten";13531;6840;6691;11258;27;61,7;5,2;6,1;5927;820;;4;25
"2009";"Margraten";13345;6777;6568;11195;27,2;61,3;5,3;6,2;6193;917;;4;25
"2010";"Margraten";13404;6764;6640;11287;27,5;60,7;5,6;6,2;6337;1320;;4;25
"2011";"Margraten";;;;;;;;;;;;;
"2012";"Margraten";;;;;;;;;;;;;
"2013";"Margraten";;;;;;;;;;;;;
"2014";"Margraten";;;;;;;;;;;;;
"2015";"Margraten";;;;;;;;;;;;;
"2016";"Margraten";;;;;;;;;;;;;
"2017";"Margraten";;;;;;;;;;;;;
"2008";"Mariekerke";;;;;;;;;;;;;
"2009";"Mariekerke";;;;;;;;;;;;;
"2010";"Mariekerke";;;;;;;;;;;;;
"2011";"Mariekerke";;;;;;;;;;;;;
"2012";"Mariekerke";;;;;;;;;;;;;
"2013";"Mariekerke";;;;;;;;;;;;;
"2014";"Mariekerke";;;;;;;;;;;;;
"2015";"Mariekerke";;;;;;;;;;;;;
"2016";"Mariekerke";;;;;;;;;;;;;
"2017";"Mariekerke";;;;;;;;;;;;;
"2008";"Markelo";;;;;;;;;;;;;
"2009";"Markelo";;;;;;;;;;;;;
"2010";"Markelo";;;;;;;;;;;;;
"2011";"Markelo";;;;;;;;;;;;;
"2012";"Markelo";;;;;;;;;;;;;
"2013";"Markelo";;;;;;;;;;;;;
"2014";"Markelo";;;;;;;;;;;;;
"2015";"Markelo";;;;;;;;;;;;;
"2016";"Markelo";;;;;;;;;;;;;
"2017";"Markelo";;;;;;;;;;;;;
"2008";"De Marne";10696;5420;5276;8858;30,4;54,5;7,6;7,5;6880;5950;;4;29
"2009";"De Marne";10587;5361;5226;8797;30,4;54,2;7,8;7,6;7326;5006;;4;29
"2010";"De Marne";10527;5333;5194;8768;30,2;53,7;8,4;7,7;7343;4819;;4;29
"2011";"De Marne";10501;5336;5165;8759;30,7;53,3;8,4;7,5;7503;5436;;4;29
"2012";"De Marne";10428;5305;5123;8706;30,8;52,9;8,6;7,7;7652;5738;;4;29
"2013";"De Marne";10336;5259;5077;8652;31,4;52,3;8,7;7,6;7998;4686;;4;29
"2014";"De Marne";10209;5183;5026;8575;31,5;51,9;9;7,6;8669;5205;;4;29
"2015";"De Marne";10157;5148;5009;8552;31,7;51,7;9,1;7,5;8821;4834;;4;29
"2016";"De Marne";10101;5100;5001;8518;32;51,4;9,3;7,3;9130;4815;;4;29
"2017";"De Marne";10088;5100;4988;8520;32;51,3;9,6;7,1;8730;5132;;4;29
"2008";"Marum";10218;5272;4946;8165;31,8;56,6;5,4;6,2;14364;5694;;2;15
"2009";"Marum";10326;5326;5000;8262;32,1;56,1;5,7;6,2;14801;5545;;2;15
"2010";"Marum";10449;5388;5061;8409;31,8;55,8;6,5;6;15346;6202;;2;15
"2011";"Marum";10471;5396;5075;8458;32,4;55,1;6,7;5,9;14743;6254;;2;15
"2012";"Marum";10413;5339;5074;8442;32,8;54,7;6,7;5,8;14532;6146;;2;15
"2013";"Marum";10382;5309;5073;8474;33,1;54,5;6,7;5,8;16255;5991;;2;15
"2014";"Marum";10378;5310;5068;8504;33,3;54,3;6,7;5,7;16263;5208;;2;15
"2015";"Marum";10311;5316;4995;8537;33,9;53,4;7;5,8;16977;5015;;2;15
"2016";"Marum";10305;5304;5001;8587;34,4;52,8;7,1;5,7;17088;3577;;2;15
"2017";"Marum";10388;5364;5024;8716;35;52,1;7,3;5,6;15783;3278;;2;15
"2008";"Maurik";;;;;;;;;;;;;
"2009";"Maurik";;;;;;;;;;;;;
"2010";"Maurik";;;;;;;;;;;;;
"2011";"Maurik";;;;;;;;;;;;;
"2012";"Maurik";;;;;;;;;;;;;
"2013";"Maurik";;;;;;;;;;;;;
"2014";"Maurik";;;;;;;;;;;;;
"2015";"Maurik";;;;;;;;;;;;;
"2016";"Maurik";;;;;;;;;;;;;
"2017";"Maurik";;;;;;;;;;;;;
"2008";"Medemblik";26682;13493;13189;21480;31,6;56,4;6,2;5,8;9656;9359;;10;22
"2009";"Medemblik";27017;13683;13334;21853;31,8;56,1;6,3;5,7;9492;7211;;10;22
"2010";"Medemblik";27384;13859;13525;22169;31,2;56,1;7;5,7;9278;7118;;10;22
"2011";"Medemblik";42891;21819;21072;34803;31,5;55,8;6,9;5,8;10516;10414;;13;31
"2012";"Medemblik";43117;21916;21201;35065;31,8;55,3;7,1;5,8;10183;10388;;13;31
"2013";"Medemblik";43248;22033;21215;35270;32,1;54,8;7,3;5,8;10778;11760;;13;31
"2014";"Medemblik";43320;22027;21293;35483;32,6;54,1;7,5;5,8;11193;10421;;13;31
"2015";"Medemblik";43604;22217;21387;35894;33,2;53,3;7,6;5,9;11676;10172;;13;31
"2016";"Medemblik";43725;22249;21476;36148;33,8;52,5;7,8;5,9;11911;10281;;13;31
"2017";"Medemblik";44058;22427;21631;36550;34,2;52,1;7,9;5,9;11716;11356;;13;31
"2008";"Meerlo-Wanssum";7672;3916;3756;6216;28,4;62,1;3,9;5,5;2530;1057;;2;9
"2009";"Meerlo-Wanssum";7767;3961;3806;6295;29,1;61,4;4,1;5,4;2595;1046;;2;9
"2010";"Meerlo-Wanssum";;;;;;;;;;;;;
"2011";"Meerlo-Wanssum";;;;;;;;;;;;;
"2012";"Meerlo-Wanssum";;;;;;;;;;;;;
"2013";"Meerlo-Wanssum";;;;;;;;;;;;;
"2014";"Meerlo-Wanssum";;;;;;;;;;;;;
"2015";"Meerlo-Wanssum";;;;;;;;;;;;;
"2016";"Meerlo-Wanssum";;;;;;;;;;;;;
"2017";"Meerlo-Wanssum";;;;;;;;;;;;;
"2008";"Meerssen";19744;9728;10016;16562;25,7;60,6;6,4;7,4;1248;348;;3;14
"2009";"Meerssen";19695;9694;10001;16588;26,1;60,1;6,5;7,3;1060;428;;3;14
"2010";"Meerssen";19565;9613;9952;16510;25,9;59,9;6,8;7,3;1249;402;;3;14
"2011";"Meerssen";19495;9575;9920;16517;26,3;59,3;7,1;7,4;1233;529;;3;14
"2012";"Meerssen";19430;9553;9877;16501;26,5;58,8;7,2;7,5;1169;666;;3;14
"2013";"Meerssen";19362;9550;9812;16552;27;58,1;7,4;7,4;1181;716;;3;14
"2014";"Meerssen";19254;9481;9773;16544;27,5;57,2;7,6;7,7;1184;433;;3;14
"2015";"Meerssen";19063;9427;9636;16443;27,9;56,8;7,8;7,5;1188;619;;3;14
"2016";"Meerssen";19040;9407;9633;16493;28,3;56;8,2;7,5;1200;629;;3;14
"2017";"Meerssen";19072;9398;9674;16535;28,8;55,2;8,4;7,6;1122;623;;3;14
"2008";"Meierijstad";;;;;;;;;;;;;
"2009";"Meierijstad";;;;;;;;;;;;;
"2010";"Meierijstad";;;;;;;;;;;;;
"2011";"Meierijstad";;;;;;;;;;;;;
"2012";"Meierijstad";;;;;;;;;;;;;
"2013";"Meierijstad";;;;;;;;;;;;;
"2014";"Meierijstad";;;;;;;;;;;;;
"2015";"Meierijstad";;;;;;;;;;;;;
"2016";"Meierijstad";;;;;;;;;;;;;
"2017";"Meierijstad";79869;40052;39817;66935;33,6;52,7;7,7;6;46033;6673;;4;93
"2008";"Meijel";5956;2993;2963;4892;28,1;61,7;3,5;6,7;4247;794;;1;6
"2009";"Meijel";5985;3005;2980;4936;28,7;60,9;3,6;6,8;2945;834;;1;6
"2010";"Meijel";;;;;;;;;;;;;
"2011";"Meijel";;;;;;;;;;;;;
"2012";"Meijel";;;;;;;;;;;;;
"2013";"Meijel";;;;;;;;;;;;;
"2014";"Meijel";;;;;;;;;;;;;
"2015";"Meijel";;;;;;;;;;;;;
"2016";"Meijel";;;;;;;;;;;;;
"2017";"Meijel";;;;;;;;;;;;;
"2008";"Menaldumadeel";13710;6935;6775;10996;30,5;58,1;5,1;6,3;10539;7921;;4;21
"2009";"Menaldumadeel";13708;6937;6771;11039;30,7;57,8;5,2;6,3;10839;7937;;4;21
"2010";"Menaldumadeel";13748;6972;6776;11112;30,4;57,5;6;6,2;10809;8299;;4;21
"2011";"Menaldumadeel";;;;;;;;;;;;;
"2012";"Menaldumadeel";;;;;;;;;;;;;
"2013";"Menaldumadeel";;;;;;;;;;;;;
"2014";"Menaldumadeel";;;;;;;;;;;;;
"2015";"Menaldumadeel";;;;;;;;;;;;;
"2016";"Menaldumadeel";;;;;;;;;;;;;
"2017";"Menaldumadeel";;;;;;;;;;;;;
"2008";"Menameradiel";;;;;;;;;;;;;
"2009";"Menameradiel";;;;;;;;;;;;;
"2010";"Menameradiel";;;;;;;;;;;;;
"2011";"Menameradiel";13774;6979;6795;11145;30,5;57,3;6,2;6;10458;7798;;4;21
"2012";"Menameradiel";13773;7008;6765;11202;30,7;56,9;6,4;6;10823;7180;;4;21
"2013";"Menameradiel";13727;7013;6714;11200;30,7;56,8;6,5;6;11126;8005;;4;21
"2014";"Menameradiel";13673;6985;6688;11202;30,9;56,3;6,6;6,1;10573;5801;;4;21
"2015";"Menameradiel";13612;6960;6652;11185;31,3;55,7;6,9;6,1;11456;5625;;4;21
"2016";"Menameradiel";13543;6938;6605;11157;32;54,8;7,2;6,1;11855;5320;;4;21
"2017";"Menameradiel";13454;6899;6555;11124;32,2;54,3;7,5;6,1;11347;5176;;4;21
"2008";"Menterwolde";12498;6321;6177;10266;29,1;57,2;6,8;6,8;5202;1524;;4;17
"2009";"Menterwolde";12514;6334;6180;10300;29,6;56,6;7,1;6,7;5309;1388;;4;17
"2010";"Menterwolde";12503;6335;6168;10326;29,1;56,2;7,9;6,8;5101;911;;4;17
"2011";"Menterwolde";12385;6304;6081;10304;29,8;55,3;8,2;6,6;4324;995;;4;17
"2012";"Menterwolde";12358;6296;6062;10299;29,9;55;8,5;6,7;5091;1079;;4;17
"2013";"Menterwolde";12370;6281;6089;10343;30,1;54,3;8,7;6,8;5221;1334;;4;17
"2014";"Menterwolde";12258;6222;6036;10328;30,7;53,7;8,9;6,7;5300;1309;;4;17
"2015";"Menterwolde";12197;6176;6021;10312;30,9;53,2;9,3;6,6;5585;1119;;4;17
"2016";"Menterwolde";12233;6193;6040;10351;31,5;52,1;9,6;6,7;5725;803;;4;17
"2017";"Menterwolde";12162;6181;5981;10356;32;51,8;9,5;6,7;5531;701;;4;17
"2008";"Meppel";31536;15310;16226;25608;32,4;53,2;7,3;7,1;10836;1616;;3;19
"2009";"Meppel";32026;15571;16455;25980;32,6;53;7,5;6,9;10852;1299;;3;19
"2010";"Meppel";32378;15790;16588;26274;32;52,6;8,6;6,8;11028;1552;;3;19
"2011";"Meppel";32511;15836;16675;26367;31,9;52,4;9;6,8;10219;1470;;3;19
"2012";"Meppel";32573;15919;16654;26449;32;52,2;9,1;6,7;10375;1553;;3;19
"2013";"Meppel";32726;16020;16706;26614;32,2;51,7;9,6;6,5;10551;1662;;3;19
"2014";"Meppel";32867;16077;16790;26790;32,7;51,1;9,7;6,5;10239;1481;;3;19
"2015";"Meppel";32799;16046;16753;26806;32,8;50,9;9,8;6,5;10018;1595;;3;19
"2016";"Meppel";32794;16040;16754;26947;33,1;50,4;10;6,5;10389;1009;;14;46
"2017";"Meppel";33025;16137;16888;27332;33,9;49,7;10;6,4;9945;1145;;14;46
"2008";"Middelburg (Z.)";47325;23049;24276;38965;32,5;52,3;8,4;6,8;2156;2428;;6;24
"2009";"Middelburg (Z.)";47559;23219;24340;39205;32,6;52,2;8,5;6,7;2074;2133;;6;24
"2010";"Middelburg (Z.)";47997;23430;24567;39662;32,5;51,9;9;6,7;1760;2176;;6;24
"2011";"Middelburg (Z.)";48030;23384;24646;39730;32,6;51,7;9,1;6,6;1788;2285;;6;24
"2012";"Middelburg (Z.)";47768;23242;24526;39566;32,7;51,4;9,3;6,6;1659;1530;;6;24
