Perioden,Regio's,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder),Landbouw/Graasdieren/Rundvee (aantal),Landbouw/Graasdieren/Schapen (aantal),Lokalisering/Gemeenten (aantal),Lokalisering/Wijken (aantal),Lokalisering/Buurten (aantal)
2012,Doetinchem,56252,27854,28398,,,,,,,,,,
2013,Doetinchem,56414,27866,28548,,,,,,,,,,
2014,Doetinchem,56344,27838,28506,,,,,,,,,,
2015,Doetinchem,56484,27910,28574,,,,,,,,,,
2016,Doetinchem,56827,28198,28629,,,,,,,,,,
2017,Doetinchem,57068,28259,28809,,,,,,,,,,
2008,Domburg,,,,,,,,,,,,,
2009,Domburg,,,,,,,,,,,,,
2010,Domburg,,,,,,,,,,,,,
2011,Domburg,,,,,,,,,,,,,
2012,Domburg,,,,,,,,,,,,,
2013,Domburg,,,,,,,,,,,,,
2014,Domburg,,,,,,,,,,,,,
2015,Domburg,,,,,,,,,,,,,
2016,Domburg,,,,,,,,,,,,,
2017,Domburg,,,,,,,,,,,,,
2008,Dongen,25442,12680,12762,,,,,,,,,,
2009,Dongen,25411,12678,12733,,,,,,,,,,
2010,Dongen,25061,12436,12625,,,,,,,,,,
2011,Dongen,25101,12481,12620,,,,,,,,,,
2012,Dongen,25205,12499,12706,,,,,,,,,,
2013,Dongen,25382,12590,12792,,,,,,,,,,
2014,Dongen,25358,12607,12751,,,,,,,,,,
2015,Dongen,25395,12625,12770,,,,,,,,,,
2016,Dongen,25413,12641,12772,,,,,,,,,,
2017,Dongen,25509,12729,12780,,,,,,,,,,
2008,Dongeradeel,24694,12374,12320,,,,,,,,,,
2009,Dongeradeel,24610,12347,12263,,,,,,,,,,
2010,Dongeradeel,24409,12234,12175,,,,,,,,,,
2011,Dongeradeel,24292,12191,12101,,,,,,,,,,
2012,Dongeradeel,24284,12190,12094,,,,,,,,,,
2013,Dongeradeel,24221,12143,12078,,,,,,,,,,
2014,Dongeradeel,24160,12083,12077,,,,,,,,,,
2015,Dongeradeel,23983,12003,11980,,,,,,,,,,
2016,Dongeradeel,23932,11974,11958,,,,,,,,,,
2017,Dongeradeel,23901,11947,11954,,,,,,,,,,
2008,Doorn,,,,,,,,,,,,,
2009,Doorn,,,,,,,,,,,,,
2010,Doorn,,,,,,,,,,,,,
2011,Doorn,,,,,,,,,,,,,
2012,Doorn,,,,,,,,,,,,,
2013,Doorn,,,,,,,,,,,,,
2014,Doorn,,,,,,,,,,,,,
2015,Doorn,,,,,,,,,,,,,
2016,Doorn,,,,,,,,,,,,,
2017,Doorn,,,,,,,,,,,,,
2008,Dordrecht,118182,57965,60217,,,,,,,,,,
2009,Dordrecht,118408,58179,60229,,,,,,,,,,
2010,Dordrecht,118480,58314,60166,,,,,,,,,,
2011,Dordrecht,118810,58526,60284,,,,,,,,,,
2012,Dordrecht,118862,58553,60309,,,,,,,,,,
2013,Dordrecht,118466,58383,60083,,,,,,,,,,
2014,Dordrecht,118691,58554,60137,,,,,,,,,,
2015,Dordrecht,118899,58646,60253,,,,,,,,,,
2016,Dordrecht,118801,58582,60219,,,,,,,,,,
2017,Dordrecht,118731,58684,60047,,,,,,,,,,
2008,Drechterland,18818,9587,9231,,,,,,,,,,
2009,Drechterland,19091,9714,9377,,,,,,,,,,
2010,Drechterland,19291,9787,9504,,,,,,,,,,
2011,Drechterland,19335,9815,9520,,,,,,,,,,
2012,Drechterland,19300,9796,9504,,,,,,,,,,
2013,Drechterland,19298,9789,9509,,,,,,,,,,
2014,Drechterland,19250,9737,9513,,,,,,,,,,
2015,Drechterland,19294,9759,9535,,,,,,,,,,
2016,Drechterland,19400,9811,9589,,,,,,,,,,
2017,Drechterland,19384,9835,9549,,,,,,,,,,
2008,Driebergen-Rijsenburg,,,,,,,,,,,,,
2009,Driebergen-Rijsenburg,,,,,,,,,,,,,
2010,Driebergen-Rijsenburg,,,,,,,,,,,,,
2011,Driebergen-Rijsenburg,,,,,,,,,,,,,
2012,Driebergen-Rijsenburg,,,,,,,,,,,,,
2013,Driebergen-Rijsenburg,,,,,,,,,,,,,
2014,Driebergen-Rijsenburg,,,,,,,,,,,,,
2015,Driebergen-Rijsenburg,,,,,,,,,,,,,
2016,Driebergen-Rijsenburg,,,,,,,,,,,,,
2017,Driebergen-Rijsenburg,,,,,,,,,,,,,
2008,Drimmelen,26623,13311,13312,,,,,,,,,,
2009,Drimmelen,26624,13305,13319,,,,,,,,,,
2010,Drimmelen,26591,13289,13302,,,,,,,,,,
2011,Drimmelen,26477,13223,13254,,,,,,,,,,
2012,Drimmelen,26664,13335,13329,,,,,,,,,,
2013,Drimmelen,26737,13385,13352,,,,,,,,,,
2014,Drimmelen,26695,13333,13362,,,,,,,,,,
2015,Drimmelen,26703,13355,13348,,,,,,,,,,
2016,Drimmelen,26815,13434,13381,,,,,,,,,,
2017,Drimmelen,26869,13472,13397,,,,,,,,,,
2008,Dronten,38528,19569,18959,,,,,,,,,,
2009,Dronten,39206,19910,19296,,,,,,,,,,
2010,Dronten,39787,20184,19603,,,,,,,,,,
2011,Dronten,40164,20303,19861,,,,,,,,,,
2012,Dronten,40470,20523,19947,,,,,,,,,,
2013,Dronten,40679,20624,20055,,,,,,,,,,
2014,Dronten,40413,20461,19952,,,,,,,,,,
2015,Dronten,40363,20416,19947,,,,,,,,,,
2016,Dronten,40592,20501,20091,,,,,,,,,,
2017,Dronten,40746,20502,20244,,,,,,,,,,
2008,Drunen,,,,,,,,,,,,,
2009,Drunen,,,,,,,,,,,,,
2010,Drunen,,,,,,,,,,,,,
2011,Drunen,,,,,,,,,,,,,
2012,Drunen,,,,,,,,,,,,,
2013,Drunen,,,,,,,,,,,,,
2014,Drunen,,,,,,,,,,,,,
2015,Drunen,,,,,,,,,,,,,
2016,Drunen,,,,,,,,,,,,,
2017,Drunen,,,,,,,,,,,,,
2008,Druten,18082,8977,9105,,,,,,,,,,
2009,Druten,18102,9001,9101,,,,,,,,,,
2010,Druten,18084,9001,9083,,,,,,,,,,
2011,Druten,18097,9005,9092,,,,,,,,,,
2012,Druten,18193,9036,9157,,,,,,,,,,
2013,Druten,18203,9037,9166,,,,,,,,,,
2014,Druten,18210,9033,9177,,,,,,,,,,
2015,Druten,18294,9099,9195,,,,,,,,,,
2016,Druten,18407,9147,9260,,,,,,,,,,
2017,Druten,18563,9245,9318,,,,,,,,,,
2008,Duiveland,,,,,,,,,,,,,
2009,Duiveland,,,,,,,,,,,,,
2010,Duiveland,,,,,,,,,,,,,
2011,Duiveland,,,,,,,,,,,,,
2012,Duiveland,,,,,,,,,,,,,
2013,Duiveland,,,,,,,,,,,,,
2014,Duiveland,,,,,,,,,,,,,
2015,Duiveland,,,,,,,,,,,,,
2016,Duiveland,,,,,,,,,,,,,
2017,Duiveland,,,,,,,,,,,,,
2008,Duiven,25560,12502,13058,,,,,,,,,,
2009,Duiven,25510,12507,13003,,,,,,,,,,
2010,Duiven,25593,12549,13044,,,,,,,,,,
2011,Duiven,25550,12533,13017,,,,,,,,,,
2012,Duiven,25525,12514,13011,,,,,,,,,,
2013,Duiven,25554,12518,13036,,,,,,,,,,
2014,Duiven,25609,12596,13013,,,,,,,,,,
2015,Duiven,25548,12576,12972,,,,,,,,,,
2016,Duiven,25433,12508,12925,,,,,,,,,,
2017,Duiven,25398,12528,12870,,,,,,,,,,
2008,Den Dungen,,,,,,,,,,,,,
2009,Den Dungen,,,,,,,,,,,,,
2010,Den Dungen,,,,,,,,,,,,,
2011,Den Dungen,,,,,,,,,,,,,
2012,Den Dungen,,,,,,,,,,,,,
2013,Den Dungen,,,,,,,,,,,,,
2014,Den Dungen,,,,,,,,,,,,,
2015,Den Dungen,,,,,,,,,,,,,
2016,Den Dungen,,,,,,,,,,,,,
2017,Den Dungen,,,,,,,,,,,,,
2008,Dussen,,,,,,,,,,,,,
2009,Dussen,,,,,,,,,,,,,
2010,Dussen,,,,,,,,,,,,,
2011,Dussen,,,,,,,,,,,,,
2012,Dussen,,,,,,,,,,,,,
2013,Dussen,,,,,,,,,,,,,
2014,Dussen,,,,,,,,,,,,,
2015,Dussen,,,,,,,,,,,,,
2016,Dussen,,,,,,,,,,,,,
2017,Dussen,,,,,,,,,,,,,
2008,Dwingeloo,,,,,,,,,,,,,
2009,Dwingeloo,,,,,,,,,,,,,
2010,Dwingeloo,,,,,,,,,,,,,
2011,Dwingeloo,,,,,,,,,,,,,
2012,Dwingeloo,,,,,,,,,,,,,
2013,Dwingeloo,,,,,,,,,,,,,
2014,Dwingeloo,,,,,,,,,,,,,
2015,Dwingeloo,,,,,,,,,,,,,
2016,Dwingeloo,,,,,,,,,,,,,
2017,Dwingeloo,,,,,,,,,,,,,
2008,Echt,,,,,,,,,,,,,
2009,Echt,,,,,,,,,,,,,
2010,Echt,,,,,,,,,,,,,
2011,Echt,,,,,,,,,,,,,
2012,Echt,,,,,,,,,,,,,
2013,Echt,,,,,,,,,,,,,
2014,Echt,,,,,,,,,,,,,
2015,Echt,,,,,,,,,,,,,
2016,Echt,,,,,,,,,,,,,
2017,Echt,,,,,,,,,,,,,
2008,Echteld,,,,,,,,,,,,,
2009,Echteld,,,,,,,,,,,,,
2010,Echteld,,,,,,,,,,,,,
2011,Echteld,,,,,,,,,,,,,
2012,Echteld,,,,,,,,,,,,,
2013,Echteld,,,,,,,,,,,,,
2014,Echteld,,,,,,,,,,,,,
2015,Echteld,,,,,,,,,,,,,
2016,Echteld,,,,,,,,,,,,,
2017,Echteld,,,,,,,,,,,,,
2008,Echt-Susteren,32172,16069,16103,,,,,,,,,,
2009,Echt-Susteren,32049,16022,16027,,,,,,,,,,
2010,Echt-Susteren,32282,16232,16050,,,,,,,,,,
2011,Echt-Susteren,32264,16197,16067,,,,,,,,,,
2012,Echt-Susteren,32165,16096,16069,,,,,,,,,,
2013,Echt-Susteren,32072,16035,16037,,,,,,,,,,
2014,Echt-Susteren,31976,16003,15973,,,,,,,,,,
2015,Echt-Susteren,31947,16016,15931,,,,,,,,,,
2016,Echt-Susteren,31943,16027,15916,,,,,,,,,,
2017,Echt-Susteren,31815,15997,15818,,,,,,,,,,
2008,Edam-Volendam,28448,14284,14164,,,,,,,,,,
2009,Edam-Volendam,28483,14312,14171,,,,,,,,,,
2010,Edam-Volendam,28506,14300,14206,,,,,,,,,,
2011,Edam-Volendam,28583,14322,14261,,,,,,,,,,
2012,Edam-Volendam,28700,14368,14332,,,,,,,,,,
2013,Edam-Volendam,28754,14353,14401,,,,,,,,,,
2014,Edam-Volendam,28920,14449,14471,,,,,,,,,,
2015,Edam-Volendam,29087,14535,14552,,,,,,,,,,
2016,Edam-Volendam,35465,17692,17773,,,,,,,,,,
2017,Edam-Volendam,35800,17911,17889,,,,,,,,,,
2008,Ede,107686,52802,54884,,,,,,,,,,
2009,Ede,107623,52761,54862,,,,,,,,,,
2010,Ede,107756,52849,54907,,,,,,,,,,
2011,Ede,108285,53146,55139,,,,,,,,,,
2012,Ede,108763,53371,55392,,,,,,,,,,
2013,Ede,109823,53877,55946,,,,,,,,,,
2014,Ede,110656,54301,56355,,,,,,,,,,
2015,Ede,111575,54790,56785,,,,,,,,,,
2016,Ede,112427,55301,57126,,,,,,,,,,
2017,Ede,113421,55914,57507,,,,,,,,,,
2008,Eelde,,,,,,,,,,,,,
2009,Eelde,,,,,,,,,,,,,
2010,Eelde,,,,,,,,,,,,,
2011,Eelde,,,,,,,,,,,,,
2012,Eelde,,,,,,,,,,,,,
2013,Eelde,,,,,,,,,,,,,
2014,Eelde,,,,,,,,,,,,,
2015,Eelde,,,,,,,,,,,,,
2016,Eelde,,,,,,,,,,,,,
2017,Eelde,,,,,,,,,,,,,
2008,Eemnes,8964,4433,4531,,,,,,,,,,
2009,Eemnes,8880,4401,4479,,,,,,,,,,
2010,Eemnes,8837,4379,4458,,,,,,,,,,
2011,Eemnes,8845,4369,4476,,,,,,,,,,
2012,Eemnes,8824,4365,4459,,,,,,,,,,
2013,Eemnes,8795,4367,4428,,,,,,,,,,
2014,Eemnes,8779,4340,4439,,,,,,,,,,
2015,Eemnes,8807,4359,4448,,,,,,,,,,
2016,Eemnes,8877,4389,4488,,,,,,,,,,
2017,Eemnes,8999,4434,4565,,,,,,,,,,
2008,Eemsmond,16542,8429,8113,,,,,,,,,,
2009,Eemsmond,16487,8385,8102,,,,,,,,,,
2010,Eemsmond,16426,8349,8077,,,,,,,,,,
2011,Eemsmond,16357,8325,8032,,,,,,,,,,
2012,Eemsmond,16235,8255,7980,,,,,,,,,,
2013,Eemsmond,16083,8217,7866,,,,,,,,,,
2014,Eemsmond,15928,8144,7784,,,,,,,,,,
2015,Eemsmond,15770,8027,7743,,,,,,,,,,
2016,Eemsmond,15815,8050,7765,,,,,,,,,,
2017,Eemsmond,15656,7974,7682,,,,,,,,,,
2008,Eersel,18072,9193,8879,,,,,,,,,,
2009,Eersel,18104,9216,8888,,,,,,,,,,
2010,Eersel,18157,9255,8902,,,,,,,,,,
2011,Eersel,18166,9237,8929,,,,,,,,,,
2012,Eersel,18166,9220,8946,,,,,,,,,,
2013,Eersel,18196,9225,8971,,,,,,,,,,
2014,Eersel,18183,9188,8995,,,,,,,,,,
2015,Eersel,18347,9288,9059,,,,,,,,,,
2016,Eersel,18551,9377,9174,,,,,,,,,,
2017,Eersel,18554,9411,9143,,,,,,,,,,
2008,Egmond,,,,,,,,,,,,,
2009,Egmond,,,,,,,,,,,,,
2010,Egmond,,,,,,,,,,,,,
2011,Egmond,,,,,,,,,,,,,
2012,Egmond,,,,,,,,,,,,,
2013,Egmond,,,,,,,,,,,,,
2014,Egmond,,,,,,,,,,,,,
2015,Egmond,,,,,,,,,,,,,
2016,Egmond,,,,,,,,,,,,,
2017,Egmond,,,,,,,,,,,,,
2008,Eibergen,,,,,,,,,,,,,
2009,Eibergen,,,,,,,,,,,,,
2010,Eibergen,,,,,,,,,,,,,
2011,Eibergen,,,,,,,,,,,,,
2012,Eibergen,,,,,,,,,,,,,
2013,Eibergen,,,,,,,,,,,,,
2014,Eibergen,,,,,,,,,,,,,
2015,Eibergen,,,,,,,,,,,,,
2016,Eibergen,,,,,,,,,,,,,
2017,Eibergen,,,,,,,,,,,,,
2008,Eijsden,11495,5749,5746,,,,,,,,,,
2009,Eijsden,11418,5717,5701,,,,,,,,,,
2010,Eijsden,11439,5710,5729,,,,,,,,,,
2011,Eijsden,,,,,,,,,,,,,
2012,Eijsden,,,,,,,,,,,,,
2013,Eijsden,,,,,,,,,,,,,
2014,Eijsden,,,,,,,,,,,,,
2015,Eijsden,,,,,,,,,,,,,
2016,Eijsden,,,,,,,,,,,,,
2017,Eijsden,,,,,,,,,,,,,
2008,Eijsden-Margraten,,,,,,,,,,,,,
2009,Eijsden-Margraten,,,,,,,,,,,,,
2010,Eijsden-Margraten,,,,,,,,,,,,,
2011,Eijsden-Margraten,24940,12487,12453,,,,,,,,,,
2012,Eijsden-Margraten,24994,12498,12496,,,,,,,,,,
2013,Eijsden-Margraten,25049,12516,12533,,,,,,,,,,
2014,Eijsden-Margraten,24979,12499,12480,,,,,,,,,,
2015,Eijsden-Margraten,24967,12446,12521,,,,,,,,,,
2016,Eijsden-Margraten,25123,12510,12613,,,,,,,,,,
2017,Eijsden-Margraten,25297,12594,12703,,,,,,,,,,
2008,Eindhoven,210333,106456,103877,,,,,,,,,,
2009,Eindhoven,212269,107570,104699,,,,,,,,,,
2010,Eindhoven,213809,108496,105313,,,,,,,,,,
2011,Eindhoven,216036,109977,106059,,,,,,,,,,
2012,Eindhoven,217225,110743,106482,,,,,,,,,,
2013,Eindhoven,218433,111332,107101,,,,,,,,,,
2014,Eindhoven,220920,112767,108153,,,,,,,,,,
2015,Eindhoven,223209,114034,109175,,,,,,,,,,
2016,Eindhoven,224755,115052,109703,,,,,,,,,,
2017,Eindhoven,226868,116307,110561,,,,,,,,,,
2008,Elburg,22231,10984,11247,,,,,,,,,,
2009,Elburg,22112,10920,11192,,,,,,,,,,
2010,Elburg,22176,10930,11246,,,,,,,,,,
2011,Elburg,22310,11009,11301,,,,,,,,,,
2012,Elburg,22416,11105,11311,,,,,,,,,,
2013,Elburg,22510,11137,11373,,,,,,,,,,
2014,Elburg,22645,11208,11437,,,,,,,,,,
2015,Elburg,22843,11317,11526,,,,,,,,,,
2016,Elburg,22929,11370,11559,,,,,,,,,,
2017,Elburg,23026,11468,11558,,,,,,,,,,
2008,Elst,,,,,,,,,,,,,
2009,Elst,,,,,,,,,,,,,
2010,Elst,,,,,,,,,,,,,
2011,Elst,,,,,,,,,,,,,
2012,Elst,,,,,,,,,,,,,
2013,Elst,,,,,,,,,,,,,
2014,Elst,,,,,,,,,,,,,
2015,Elst,,,,,,,,,,,,,
2016,Elst,,,,,,,,,,,,,
2017,Elst,,,,,,,,,,,,,
2008,Emmen,109151,53917,55234,,,,,,,,,,
2009,Emmen,109441,54084,55357,,,,,,,,,,
2010,Emmen,109491,54128,55363,,,,,,,,,,
2011,Emmen,109259,54040,55219,,,,,,,,,,
2012,Emmen,108838,53915,54923,,,,,,,,,,
2013,Emmen,108392,53662,54730,,,,,,,,,,
2014,Emmen,108052,53473,54579,,,,,,,,,,
2015,Emmen,107775,53399,54376,,,,,,,,,,
2016,Emmen,107584,53390,54194,,,,,,,,,,
2017,Emmen,107490,53461,54029,,,,,,,,,,
2008,Enkhuizen,17804,8854,8950,,,,,,,,,,
2009,Enkhuizen,18104,9020,9084,,,,,,,,,,
2010,Enkhuizen,18153,9080,9073,,,,,,,,,,
2011,Enkhuizen,18173,9093,9080,,,,,,,,,,
2012,Enkhuizen,18268,9129,9139,,,,,,,,,,
2013,Enkhuizen,18315,9186,9129,,,,,,,,,,
2014,Enkhuizen,18376,9238,9138,,,,,,,,,,
2015,Enkhuizen,18345,9228,9117,,,,,,,,,,
2016,Enkhuizen,18455,9308,9147,,,,,,,,,,
2017,Enkhuizen,18479,9294,9185,,,,,,,,,,
2008,Enschede,154753,78633,76120,,,,,,,,,,
2009,Enschede,156071,79375,76696,,,,,,,,,,
2010,Enschede,157052,79838,77214,,,,,,,,,,
2011,Enschede,157838,80122,77716,,,,,,,,,,
2012,Enschede,158048,80221,77827,,,,,,,,,,
2013,Enschede,158627,80449,78178,,,,,,,,,,
2014,Enschede,158586,80426,78160,,,,,,,,,,
2015,Enschede,158553,80411,78142,,,,,,,,,,
2016,Enschede,158351,80419,77932,,,,,,,,,,
2017,Enschede,158140,80488,77652,,,,,,,,,,
2008,Epe,32970,16213,16757,,,,,,,,,,
2009,Epe,32954,16215,16739,,,,,,,,,,
2010,Epe,32881,16211,16670,,,,,,,,,,
2011,Epe,32875,16192,16683,,,,,,,,,,
2012,Epe,32519,16047,16472,,,,,,,,,,
2013,Epe,32385,15974,16411,,,,,,,,,,
2014,Epe,32351,15986,16365,,,,,,,,,,
2015,Epe,32214,15919,16295,,,,,,,,,,
2016,Epe,32282,15963,16319,,,,,,,,,,
2017,Epe,32537,16131,16406,,,,,,,,,,
2008,Ermelo,26270,12901,13369,,,,,,,,,,
2009,Ermelo,26306,12916,13390,,,,,,,,,,
2010,Ermelo,26264,12919,13345,,,,,,,,,,
2011,Ermelo,26133,12858,13275,,,,,,,,,,
2012,Ermelo,26127,12866,13261,,,,,,,,,,
2013,Ermelo,26120,12886,13234,,,,,,,,,,
2014,Ermelo,26045,12883,13162,,,,,,,,,,
2015,Ermelo,26190,12948,13242,,,,,,,,,,
2016,Ermelo,26507,13149,13358,,,,,,,,,,
2017,Ermelo,26590,13178,13412,,,,,,,,,,
2008,Esch,,,,,,,,,,,,,
2009,Esch,,,,,,,,,,,,,
2010,Esch,,,,,,,,,,,,,
2011,Esch,,,,,,,,,,,,,
2012,Esch,,,,,,,,,,,,,
2013,Esch,,,,,,,,,,,,,
2014,Esch,,,,,,,,,,,,,
2015,Esch,,,,,,,,,,,,,
2016,Esch,,,,,,,,,,,,,
2017,Esch,,,,,,,,,,,,,
2008,Etten-Leur,40435,20018,20417,,,,,,,,,,
2009,Etten-Leur,40997,20322,20675,,,,,,,,,,
2010,Etten-Leur,41524,20543,20981,,,,,,,,,,
2011,Etten-Leur,41800,20690,21110,,,,,,,,,,
2012,Etten-Leur,42048,20803,21245,,,,,,,,,,
2013,Etten-Leur,42274,20907,21367,,,,,,,,,,
2014,Etten-Leur,42357,20968,21389,,,,,,,,,,
2015,Etten-Leur,42503,21032,21471,,,,,,,,,,
2016,Etten-Leur,42832,21150,21682,,,,,,,,,,
2017,Etten-Leur,43027,21243,21784,,,,,,,,,,
2008,Ferwerderadeel,,,,,,,,,,,,,
2009,Ferwerderadeel,,,,,,,,,,,,,
2010,Ferwerderadeel,,,,,,,,,,,,,
2011,Ferwerderadeel,,,,,,,,,,,,,
2012,Ferwerderadeel,,,,,,,,,,,,,
2013,Ferwerderadeel,,,,,,,,,,,,,
2014,Ferwerderadeel,,,,,,,,,,,,,
2015,Ferwerderadeel,,,,,,,,,,,,,
2016,Ferwerderadeel,,,,,,,,,,,,,
2017,Ferwerderadeel,,,,,,,,,,,,,
2008,Ferwerderadiel,8865,4555,4310,,,,,,,,,,
2009,Ferwerderadiel,8825,4533,4292,,,,,,,,,,
2010,Ferwerderadiel,8839,4534,4305,,,,,,,,,,
2011,Ferwerderadiel,8864,4542,4322,,,,,,,,,,
2012,Ferwerderadiel,8837,4532,4305,,,,,,,,,,
2013,Ferwerderadiel,8856,4524,4332,,,,,,,,,,
2014,Ferwerderadiel,8790,4470,4320,,,,,,,,,,
2015,Ferwerderadiel,8738,4471,4267,,,,,,,,,,
2016,Ferwerderadiel,8701,4452,4249,,,,,,,,,,
2017,Ferwerderadiel,8735,4473,4262,,,,,,,,,,
2008,Fijnaart en Heijningen,,,,,,,,,,,,,
2009,Fijnaart en Heijningen,,,,,,,,,,,,,
2010,Fijnaart en Heijningen,,,,,,,,,,,,,
2011,Fijnaart en Heijningen,,,,,,,,,,,,,
2012,Fijnaart en Heijningen,,,,,,,,,,,,,
2013,Fijnaart en Heijningen,,,,,,,,,,,,,
2014,Fijnaart en Heijningen,,,,,,,,,,,,,
2015,Fijnaart en Heijningen,,,,,,,,,,,,,
2016,Fijnaart en Heijningen,,,,,,,,,,,,,
2017,Fijnaart en Heijningen,,,,,,,,,,,,,
2008,Franekeradeel,20542,10357,10185,,,,,,,,,,
2009,Franekeradeel,20579,10373,10206,,,,,,,,,,
2010,Franekeradeel,20597,10396,10201,,,,,,,,,,
2011,Franekeradeel,20755,10473,10282,,,,,,,,,,
2012,Franekeradeel,20512,10302,10210,,,,,,,,,,
2013,Franekeradeel,20476,10273,10203,,,,,,,,,,
2014,Franekeradeel,20445,10270,10175,,,,,,,,,,
2015,Franekeradeel,20328,10209,10119,,,,,,,,,,
2016,Franekeradeel,20265,10203,10062,,,,,,,,,,
2017,Franekeradeel,20215,10167,10048,,,,,,,,,,
2008,De Friese Meren,,,,,,,,,,,,,
2009,De Friese Meren,,,,,,,,,,,,,
2010,De Friese Meren,,,,,,,,,,,,,
2011,De Friese Meren,,,,,,,,,,,,,
2012,De Friese Meren,,,,,,,,,,,,,
2013,De Friese Meren,,,,,,,,,,,,,
2014,De Friese Meren,51414,25892,25522,,,,,,,,,,
2015,De Friese Meren,51213,25818,25395,,,,,,,,,,
2016,De Friese Meren,,,,,,,,,,,,,
2017,De Friese Meren,,,,,,,,,,,,,
2008,De Fryske Marren,,,,,,,,,,,,,
2009,De Fryske Marren,,,,,,,,,,,,,
2010,De Fryske Marren,,,,,,,,,,,,,
2011,De Fryske Marren,,,,,,,,,,,,,
2012,De Fryske Marren,,,,,,,,,,,,,
2013,De Fryske Marren,,,,,,,,,,,,,
2014,De Fryske Marren,,,,,,,,,,,,,
2015,De Fryske Marren,,,,,,,,,,,,,
2016,De Fryske Marren,51265,25832,25433,,,,,,,,,,
2017,De Fryske Marren,51585,25988,25597,,,,,,,,,,
2008,Gaasterlân-Sleat,10215,5157,5058,,,,,,,,,,
2009,Gaasterlân-Sleat,10280,5192,5088,,,,,,,,,,
2010,Gaasterlân-Sleat,10303,5218,5085,,,,,,,,,,
2011,Gaasterlân-Sleat,10225,5168,5057,,,,,,,,,,
2012,Gaasterlân-Sleat,10194,5148,5046,,,,,,,,,,
2013,Gaasterlân-Sleat,10196,5158,5038,,,,,,,,,,
2014,Gaasterlân-Sleat,,,,,,,,,,,,,
2015,Gaasterlân-Sleat,,,,,,,,,,,,,
2016,Gaasterlân-Sleat,,,,,,,,,,,,,
2017,Gaasterlân-Sleat,,,,,,,,,,,,,
2008,Gasselte,,,,,,,,,,,,,
2009,Gasselte,,,,,,,,,,,,,
2010,Gasselte,,,,,,,,,,,,,
2011,Gasselte,,,,,,,,,,,,,
2012,Gasselte,,,,,,,,,,,,,
2013,Gasselte,,,,,,,,,,,,,
2014,Gasselte,,,,,,,,,,,,,
2015,Gasselte,,,,,,,,,,,,,
2016,Gasselte,,,,,,,,,,,,,
2017,Gasselte,,,,,,,,,,,,,
2008,Geertruidenberg,20742,10344,10398,,,,,,,,,,
2009,Geertruidenberg,20794,10365,10429,,,,,,,,,,
2010,Geertruidenberg,21087,10491,10596,,,,,,,,,,
2011,Geertruidenberg,21307,10587,10720,,,,,,,,,,
2012,Geertruidenberg,21471,10675,10796,,,,,,,,,,
2013,Geertruidenberg,21513,10697,10816,,,,,,,,,,
2014,Geertruidenberg,21571,10715,10856,,,,,,,,,,
2015,Geertruidenberg,21574,10725,10849,,,,,,,,,,
2016,Geertruidenberg,21630,10751,10879,,,,,,,,,,
2017,Geertruidenberg,21504,10694,10810,,,,,,,,,,
2008,Geldermalsen,26285,13016,13269,,,,,,,,,,
2009,Geldermalsen,26289,13057,13232,,,,,,,,,,
2010,Geldermalsen,26260,13014,13246,,,,,,,,,,
2011,Geldermalsen,26224,12997,13227,,,,,,,,,,
2012,Geldermalsen,26334,13052,13282,,,,,,,,,,
2013,Geldermalsen,26240,13007,13233,,,,,,,,,,
2014,Geldermalsen,26300,13015,13285,,,,,,,,,,
2015,Geldermalsen,26323,13039,13284,,,,,,,,,,
2016,Geldermalsen,26346,13061,13285,,,,,,,,,,
2017,Geldermalsen,26587,13179,13408,,,,,,,,,,
2008,Geldrop,,,,,,,,,,,,,
2009,Geldrop,,,,,,,,,,,,,
2010,Geldrop,,,,,,,,,,,,,
2011,Geldrop,,,,,,,,,,,,,
2012,Geldrop,,,,,,,,,,,,,
2013,Geldrop,,,,,,,,,,,,,
2014,Geldrop,,,,,,,,,,,,,
2015,Geldrop,,,,,,,,,,,,,
2016,Geldrop,,,,,,,,,,,,,
2017,Geldrop,,,,,,,,,,,,,
2008,Geldrop-Mierlo,37982,18777,19205,,,,,,,,,,
2009,Geldrop-Mierlo,37996,18804,19192,,,,,,,,,,
2010,Geldrop-Mierlo,38117,18869,19248,,,,,,,,,,
2011,Geldrop-Mierlo,38389,19001,19388,,,,,,,,,,
